SEGMENT,INSTITUTION,YEAR_FALL_TERM,STUDENT_CNT,FEMALE_CNT,FEMALE_PCT,MALE_CNT,MALE_PCT,UNKNGENDER_CNT,UNKNGENDER_PCT,AMERIND_CNT,AMERIND_PCT,AAPI_CNT,AAPI_PCT,AFRAMER_CNT,AFRAMER_PCT,HISPLAT_CNT,HISPLAT_PCT,USNONRES_CNT,USNONRES_PCT,MULTIRACE_CNT,MULTIRACE_PCT,UNKNRACE_CNT,UNKNRACE_PCT,WHITE_CNT,WHITE_PCT
State Universities,Massachusetts College of Art and Design,2015,1873,1333,0.71,533,0.28,7,0,5,0,149,0.08,59,0.03,171,0.09,69,0.04,24,0.01,237,0.13,1159,0.62
State Universities,Massachusetts College of Art and Design,2014,1967,1384,0.7,581,0.3,2,0,7,0,134,0.07,60,0.03,161,0.08,62,0.03,41,0.02,266,0.14,1236,0.63
State Universities,Massachusetts College of Liberal Arts,2024,794,440,0.55,343,0.43,11,0.01,2,0,15,0.02,64,0.08,56,0.07,10,0.01,40,0.05,19,0.02,588,0.74
State Universities,Massachusetts College of Liberal Arts,2023,836,456,0.55,362,0.43,18,0.02,2,0,18,0.02,69,0.08,80,0.1,8,0.01,32,0.04,25,0.03,602,0.72
State Universities,Massachusetts College of Liberal Arts,2022,837,474,0.57,352,0.42,11,0.01,3,0,24,0.03,83,0.1,89,0.11,0,0,34,0.04,29,0.03,575,0.69
State Universities,Massachusetts College of Liberal Arts,2021,870,525,0.6,340,0.39,5,0.01,4,0,16,0.02,80,0.09,92,0.11,0,0,35,0.04,29,0.03,614,0.71
State Universities,Massachusetts College of Liberal Arts,2020,1076,653,0.61,393,0.37,30,0.03,1,0,16,0.01,94,0.09,119,0.11,0,0,28,0.03,55,0.05,763,0.71
State Universities,Massachusetts College of Liberal Arts,2019,1345,829,0.62,513,0.38,3,0,2,0,26,0.02,141,0.1,136,0.1,3,0,39,0.03,37,0.03,961,0.71
State Universities,Massachusetts College of Liberal Arts,2018,1277,790,0.62,486,0.38,1,0,4,0,31,0.02,109,0.09,128,0.1,6,0,41,0.03,29,0.02,929,0.73
State Universities,Massachusetts College of Liberal Arts,2017,1407,865,0.61,540,0.38,2,0,5,0,35,0.02,119,0.08,124,0.09,8,0.01,44,0.03,28,0.02,1044,0.74
State Universities,Massachusetts College of Liberal Arts,2016,1444,898,0.62,542,0.38,4,0,7,0,31,0.02,135,0.09,110,0.08,8,0.01,34,0.02,47,0.03,1072,0.74
State Universities,Massachusetts College of Liberal Arts,2015,1457,914,0.63,539,0.37,4,0,8,0.01,30,0.02,136,0.09,114,0.08,6,0,43,0.03,46,0.03,1074,0.74
State Universities,Massachusetts College of Liberal Arts,2014,1562,968,0.62,587,0.38,7,0,6,0,27,0.02,143,0.09,111,0.07,7,0,44,0.03,60,0.04,1164,0.75
State Universities,Massachusetts Maritime Academy,2024,1407,206,0.15,1196,0.85,5,0,7,0,17,0.01,21,0.01,84,0.06,21,0.01,54,0.04,68,0.05,1135,0.81
State Universities,Massachusetts Maritime Academy,2023,1271,183,0.14,1088,0.86,0,0,10,0.01,13,0.01,18,0.01,70,0.06,20,0.02,39,0.03,40,0.03,1061,0.83
State Universities,Massachusetts Maritime Academy,2022,1327,180,0.14,1146,0.86,1,0,16,0.01,14,0.01,13,0.01,68,0.05,12,0.01,27,0.02,24,0.02,1153,0.87
State Universities,Massachusetts Maritime Academy,2021,1433,189,0.13,1244,0.87,0,0,14,0.01,32,0.02,31,0.02,33,0.02,8,0.01,24,0.02,22,0.02,1269,0.89
State Universities,Massachusetts Maritime Academy,2020,1538,203,0.13,1335,0.87,0,0,6,0,19,0.01,17,0.01,62,0.04,3,0,52,0.03,86,0.06,1293,0.84
State Universities,Massachusetts Maritime Academy,2019,1695,214,0.13,1480,0.87,1,0,4,0,22,0.01,21,0.01,71,0.04,10,0.01,45,0.03,71,0.04,1451,0.86
State Universities,Massachusetts Maritime Academy,2018,1709,242,0.14,1463,0.86,4,0,2,0,24,0.01,24,0.01,77,0.05,11,0.01,45,0.03,45,0.03,1481,0.87
State Universities,Massachusetts Maritime Academy,2017,1688,223,0.13,1465,0.87,0,0,3,0,23,0.01,24,0.01,70,0.04,14,0.01,47,0.03,30,0.02,1477,0.88
State Universities,Massachusetts Maritime Academy,2016,1677,213,0.13,1453,0.87,11,0.01,4,0,32,0.02,24,0.01,64,0.04,10,0.01,47,0.03,42,0.03,1454,0.87
State Universities,Massachusetts Maritime Academy,2015,1571,204,0.13,1367,0.87,0,0,5,0,34,0.02,21,0.01,62,0.04,8,0.01,47,0.03,25,0.02,1369,0.87
State Universities,Massachusetts Maritime Academy,2014,1401,173,0.12,1228,0.88,0,0,18,0.01,39,0.03,33,0.02,40,0.03,7,0,1,0,25,0.02,1238,0.88
State Universities,Salem State University,2024,4867,3106,0.64,1747,0.36,14,0,4,0,177,0.04,438,0.09,1270,0.26,197,0.04,186,0.04,97,0.02,2498,0.51
State Universities,Salem State University,2023,4853,3101,0.64,1752,0.36,0,0,11,0,181,0.04,435,0.09,1191,0.25,151,0.03,174,0.04,91,0.02,2619,0.54
State Universities,Salem State University,2022,5078,3328,0.66,1738,0.34,12,0,20,0,183,0.04,499,0.1,1158,0.23,145,0.03,175,0.03,99,0.02,2799,0.55
State Universities,Salem State University,2021,5555,3632,0.65,1913,0.34,10,0,8,0,221,0.04,536,0.1,1178,0.21,138,0.02,192,0.03,85,0.02,3197,0.58
State Universities,Salem State University,2020,5716,3678,0.64,2021,0.35,17,0,7,0,226,0.04,528,0.09,1197,0.21,154,0.03,189,0.03,87,0.02,3328,0.58
State Universities,Salem State University,2019,6273,3906,0.62,2352,0.37,15,0,9,0,216,0.03,576,0.09,1226,0.2,174,0.03,199,0.03,89,0.01,3784,0.6
State Universities,Salem State University,2018,6811,4214,0.62,2557,0.38,40,0.01,9,0,219,0.03,674,0.1,1206,0.18,182,0.03,203,0.03,106,0.02,4212,0.62
State Universities,Salem State University,2017,7110,4378,0.62,2704,0.38,28,0,8,0,245,0.03,716,0.1,1131,0.16,198,0.03,208,0.03,70,0.01,4534,0.64
State Universities,Salem State University,2016,7346,4510,0.61,2815,0.38,21,0,12,0,265,0.04,719,0.1,1041,0.14,227,0.03,194,0.03,65,0.01,4823,0.66
State Universities,Salem State University,2015,7499,4526,0.6,2925,0.39,48,0.01,16,0,251,0.03,664,0.09,920,0.12,280,0.04,187,0.02,69,0.01,5112,0.68
State Universities,Salem State University,2014,7600,4572,0.6,2990,0.39,38,0.01,15,0,252,0.03,670,0.09,886,0.12,321,0.04,159,0.02,75,0.01,5222,0.69
State Universities,Westfield State University,2024,3854,2088,0.54,1662,0.43,6,0,4,0,96,0.02,258,0.07,607,0.16,43,0.01,112,0.03,146,0.04,2588,0.67
State Universities,Westfield State University,2023,3789,2043,0.54,1711,0.45,35,0.01,6,0,83,0.02,244,0.06,521,0.14,37,0.01,123,0.03,246,0.06,2529,0.67
State Universities,Westfield State University,2022,3918,2149,0.55,1724,0.44,45,0.01,15,0,94,0.02,225,0.06,490,0.13,27,0.01,137,0.03,140,0.04,2790,0.71
State Universities,Westfield State University,2021,4239,2352,0.55,1871,0.44,16,0,14,0,93,0.02,217,0.05,482,0.11,19,0,141,0.03,188,0.04,3085,0.73
State Universities,Westfield State University,2020,4633,2574,0.56,2051,0.44,8,0,13,0,76,0.02,266,0.06,597,0.13,18,0,155,0.03,151,0.03,3357,0.72
State Universities,Westfield State University,2019,5071,2801,0.55,2259,0.45,11,0,14,0,91,0.02,275,0.05,544,0.11,22,0,161,0.03,216,0.04,3748,0.74
State Universities,Westfield State University,2018,5350,2926,0.55,2414,0.45,10,0,12,0,85,0.02,285,0.05,604,0.11,24,0,219,0.04,108,0.02,4013,0.75
State Universities,Westfield State University,2017,5552,2967,0.53,2582,0.47,3,0,14,0,96,0.02,292,0.05,580,0.1,29,0.01,248,0.04,107,0.02,4186,0.75
State Universities,Westfield State University,2016,5596,2995,0.54,2597,0.46,4,0,7,0,101,0.02,283,0.05,530,0.09,35,0.01,261,0.05,101,0.02,4278,0.76
State Universities,Westfield State University,2015,5616,3005,0.54,2606,0.46,5,0,15,0,91,0.02,259,0.05,489,0.09,32,0.01,246,0.04,88,0.02,4396,0.78
State Universities,Westfield State University,2014,5590,2949,0.53,2637,0.47,4,0,15,0,71,0.01,246,0.04,479,0.09,25,0,231,0.04,84,0.02,4439,0.79
State Universities,Worcester State University,2024,4892,2888,0.59,1983,0.41,21,0,6,0,258,0.05,503,0.1,1005,0.21,80,0.02,144,0.03,239,0.05,2657,0.54
State Universities,Worcester State University,2023,4734,2821,0.6,1901,0.4,12,0,11,0,255,0.05,438,0.09,834,0.18,65,0.01,135,0.03,326,0.07,2670,0.56
State Universities,Worcester State University,2022,4478,2711,0.61,1767,0.39,0,0,21,0,246,0.05,401,0.09,728,0.16,59,0.01,136,0.03,123,0.03,2764,0.62
State Universities,Worcester State University,2021,4640,2857,0.62,1783,0.38,0,0,12,0,253,0.05,395,0.09,668,0.14,60,0.01,148,0.03,134,0.03,2970,0.64
State Universities,Worcester State University,2020,4958,3046,0.61,1912,0.39,0,0,9,0,274,0.06,444,0.09,692,0.14,60,0.01,163,0.03,91,0.02,3225,0.65
State Universities,Worcester State University,2019,5332,3283,0.62,2049,0.38,0,0,19,0,266,0.05,464,0.09,697,0.13,74,0.01,162,0.03,190,0.04,3460,0.65
State Universities,Worcester State University,2018,5380,3213,0.6,2167,0.4,0,0,19,0,270,0.05,494,0.09,689,0.13,64,0.01,148,0.03,188,0.03,3508,0.65
State Universities,Worcester State University,2017,5495,3232,0.59,2263,0.41,0,0,14,0,254,0.05,477,0.09,665,0.12,62,0.01,150,0.03,184,0.03,3689,0.67
State Universities,Worcester State University,2016,5381,3204,0.6,2177,0.4,0,0,24,0,236,0.04,436,0.08,558,0.1,61,0.01,150,0.03,206,0.04,3710,0.69
State Universities,Worcester State University,2015,5514,3276,0.59,2238,0.41,0,0,21,0,231,0.04,423,0.08,490,0.09,47,0.01,154,0.03,196,0.04,3952,0.72
State Universities,Worcester State University,2014,5563,3333,0.6,2230,0.4,0,0,36,0.01,229,0.04,394,0.07,488,0.09,52,0.01,127,0.02,231,0.04,4006,0.72
University of Massachusetts,University of Massachusetts Amherst,2024,23920,12513,0.52,11407,0.48,0,0,15,0,3283,0.14,1190,0.05,2195,0.09,1862,0.08,1139,0.05,521,0.02,13715,0.57
University of Massachusetts,University of Massachusetts Amherst,2023,23936,12445,0.52,11491,0.48,0,0,19,0,3255,0.14,1131,0.05,2102,0.09,1840,0.08,1012,0.04,515,0.02,14062,0.59
University of Massachusetts,University of Massachusetts Amherst,2022,24391,12548,0.51,11843,0.49,0,0,18,0,3131,0.13,1200,0.05,2070,0.08,1815,0.07,995,0.04,575,0.02,14587,0.6
University of Massachusetts,University of Massachusetts Amherst,2021,24231,12417,0.51,11814,0.49,0,0,24,0,2844,0.12,1315,0.05,2089,0.09,1689,0.07,930,0.04,626,0.03,14714,0.61
University of Massachusetts,University of Massachusetts Amherst,2020,24233,12267,0.51,11966,0.49,0,0,25,0,2680,0.11,1436,0.06,1924,0.08,1671,0.07,848,0.03,735,0.03,14914,0.62
University of Massachusetts,University of Massachusetts Amherst,2019,24209,12080,0.5,12129,0.5,0,0,20,0,2557,0.11,1153,0.05,1802,0.07,1807,0.07,1081,0.04,926,0.04,14863,0.61
University of Massachusetts,University of Massachusetts Amherst,2018,23515,11750,0.5,11765,0.5,0,0,22,0,2430,0.1,1090,0.05,1620,0.07,1697,0.07,765,0.03,1041,0.04,14850,0.63
University of Massachusetts,University of Massachusetts Amherst,2017,23388,11652,0.5,11735,0.5,1,0,17,0,2352,0.1,1043,0.04,1490,0.06,1472,0.06,721,0.03,989,0.04,15304,0.65
University of Massachusetts,University of Massachusetts Amherst,2016,23373,11428,0.49,11942,0.51,3,0,19,0,2321,0.1,920,0.04,1349,0.06,1245,0.05,696,0.03,1246,0.05,15577,0.67
University of Massachusetts,University of Massachusetts Amherst,2015,22748,11161,0.49,11587,0.51,0,0,20,0,2078,0.09,870,0.04,1218,0.05,994,0.04,676,0.03,1325,0.06,15567,0.68
University of Massachusetts,University of Massachusetts Amherst,2014,22252,10909,0.49,11343,0.51,0,0,27,0,1876,0.08,857,0.04,1074,0.05,692,0.03,624,0.03,1526,0.07,15576,0.7
University of Massachusetts,University of Massachusetts Boston,2024,12289,6765,0.55,5509,0.45,15,0,13,0,1925,0.16,2165,0.18,2501,0.2,990,0.08,446,0.04,718,0.06,3531,0.29
University of Massachusetts,University of Massachusetts Boston,2023,12234,6919,0.57,5307,0.43,8,0,12,0,1950,0.16,2166,0.18,2382,0.19,865,0.07,489,0.04,632,0.05,3738,0.31
University of Massachusetts,University of Massachusetts Boston,2022,12221,6981,0.57,5237,0.43,3,0,8,0,1911,0.16,2158,0.18,2316,0.19,815,0.07,455,0.04,579,0.05,3979,0.33
University of Massachusetts,University of Massachusetts Boston,2021,12267,7101,0.58,5157,0.42,9,0,14,0,1876,0.15,2190,0.18,2300,0.19,787,0.06,466,0.04,423,0.03,4211,0.34
University of Massachusetts,University of Massachusetts Boston,2020,12870,7288,0.57,5571,0.43,11,0,13,0,1846,0.14,2250,0.17,2291,0.18,1315,0.1,452,0.04,403,0.03,4300,0.33
University of Massachusetts,University of Massachusetts Boston,2019,12595,6923,0.55,5646,0.45,26,0,21,0,1781,0.14,2196,0.17,2120,0.17,1310,0.1,408,0.03,445,0.04,4314,0.34
University of Massachusetts,University of Massachusetts Boston,2018,12714,6836,0.54,5842,0.46,36,0,16,0,1726,0.14,2211,0.17,2076,0.16,1393,0.11,415,0.03,506,0.04,4371,0.34
University of Massachusetts,University of Massachusetts Boston,2017,12660,6659,0.53,5955,0.47,46,0,23,0,1663,0.13,2169,0.17,1984,0.16,1525,0.12,389,0.03,544,0.04,4363,0.34
University of Massachusetts,University of Massachusetts Boston,2016,12847,6806,0.53,5998,0.47,43,0,28,0,1642,0.13,2152,0.17,1862,0.14,1583,0.12,370,0.03,563,0.04,4647,0.36
University of Massachusetts,University of Massachusetts Boston,2015,12949,7049,0.54,5874,0.45,26,0,27,0,1608,0.12,2113,0.16,1783,0.14,1578,0.12,346,0.03,581,0.04,4913,0.38
University of Massachusetts,University of Massachusetts Boston,2014,12700,6981,0.55,5696,0.45,23,0,22,0,1539,0.12,2046,0.16,1621,0.13,1460,0.11,301,0.02,589,0.05,5122,0.4
University of Massachusetts,University of Massachusetts Dartmouth,2024,5731,3016,0.53,2709,0.47,6,0,11,0,219,0.04,1170,0.2,737,0.13,97,0.02,320,0.06,93,0.02,3084,0.54
University of Massachusetts,University of Massachusetts Dartmouth,2023,5602,2911,0.52,2689,0.48,2,0,7,0,182,0.03,992,0.18,719,0.13,90,0.02,285,0.05,288,0.05,3039,0.54
University of Massachusetts,University of Massachusetts Dartmouth,2022,5517,2855,0.52,2662,0.48,0,0,6,0,197,0.04,983,0.18,687,0.12,76,0.01,280,0.05,105,0.02,3183,0.58
University of Massachusetts,University of Massachusetts Dartmouth,2021,5833,3032,0.52,2801,0.48,0,0,7,0,208,0.04,956,0.16,652,0.11,78,0.01,304,0.05,249,0.04,3379,0.58
University of Massachusetts,University of Massachusetts Dartmouth,2020,6027,3089,0.51,2938,0.49,0,0,5,0,193,0.03,978,0.16,662,0.11,93,0.02,299,0.05,172,0.03,3625,0.6
University of Massachusetts,University of Massachusetts Dartmouth,2019,6402,3217,0.5,3185,0.5,0,0,8,0,231,0.04,1049,0.16,666,0.1,144,0.02,274,0.04,218,0.03,3812,0.6
University of Massachusetts,University of Massachusetts Dartmouth,2018,6841,3344,0.49,3497,0.51,0,0,13,0,269,0.04,1105,0.16,718,0.1,184,0.03,265,0.04,214,0.03,4073,0.6
University of Massachusetts,University of Massachusetts Dartmouth,2017,6763,3289,0.49,3474,0.51,0,0,13,0,249,0.04,1055,0.16,659,0.1,175,0.03,252,0.04,193,0.03,4167,0.62
University of Massachusetts,University of Massachusetts Dartmouth,2016,7001,3445,0.49,3556,0.51,0,0,14,0,253,0.04,1047,0.15,659,0.09,173,0.02,258,0.04,227,0.03,4370,0.62
University of Massachusetts,University of Massachusetts Dartmouth,2015,7288,3514,0.48,3774,0.52,0,0,19,0,275,0.04,1006,0.14,621,0.09,165,0.02,250,0.03,236,0.03,4716,0.65
University of Massachusetts,University of Massachusetts Dartmouth,2014,7454,3548,0.48,3906,0.52,0,0,15,0,260,0.03,934,0.13,583,0.08,155,0.02,260,0.03,244,0.03,5003,0.67
University of Massachusetts,University of Massachusetts Lowell,2024,12040,5194,0.43,6839,0.57,7,0,14,0,1721,0.14,1234,0.1,2104,0.17,322,0.03,415,0.03,341,0.03,5889,0.49
University of Massachusetts,University of Massachusetts Lowell,2023,12040,5080,0.42,6958,0.58,2,0,10,0,1714,0.14,1134,0.09,1919,0.16,295,0.02,392,0.03,307,0.03,6269,0.52
University of Massachusetts,University of Massachusetts Lowell,2022,12263,5172,0.42,7090,0.58,1,0,11,0,1723,0.14,1028,0.08,1747,0.14,340,0.03,406,0.03,319,0.03,6689,0.55
University of Massachusetts,University of Massachusetts Lowell,2021,12761,5296,0.42,7451,0.58,14,0,7,0,1701,0.13,1001,0.08,1692,0.13,353,0.03,452,0.04,352,0.03,7203,0.56
University of Massachusetts,University of Massachusetts Lowell,2020,13727,5640,0.41,8075,0.59,12,0,11,0,1715,0.12,990,0.07,1811,0.13,409,0.03,451,0.03,480,0.03,7860,0.57
University of Massachusetts,University of Massachusetts Lowell,2019,13993,5551,0.4,8442,0.6,0,0,14,0,1682,0.12,920,0.07,1720,0.12,514,0.04,435,0.03,443,0.03,8265,0.59
University of Massachusetts,University of Massachusetts Lowell,2018,13888,5372,0.39,8514,0.61,2,0,14,0,1612,0.12,878,0.06,1602,0.12,568,0.04,420,0.03,384,0.03,8410,0.61
University of Massachusetts,University of Massachusetts Lowell,2017,13904,5359,0.39,8545,0.61,0,0,21,0,1468,0.11,825,0.06,1554,0.11,637,0.05,403,0.03,384,0.03,8612,0.62
University of Massachusetts,University of Massachusetts Lowell,2016,13522,5183,0.38,8339,0.62,0,0,23,0,1255,0.09,820,0.06,1446,0.11,663,0.05,387,0.03,387,0.03,8541,0.63
University of Massachusetts,University of Massachusetts Lowell,2015,13202,5033,0.38,8168,0.62,1,0,31,0,1214,0.09,813,0.06,1314,0.1,568,0.04,360,0.03,420,0.03,8482,0.64
University of Massachusetts,University of Massachusetts Lowell,2014,12945,4928,0.38,8017,0.62,0,0,21,0,1130,0.09,784,0.06,1219,0.09,488,0.04,315,0.02,416,0.03,8572,0.66
